place,place_address,station_name,station_address,distance
Instalación Deportiva Municipal Básica Valle Inclán,CALLE VALLE INCLÁN  C/V Aldeanueva de la Vera,Caramuel,Calle Caramuel nº 51,5136.78
Instalación Deportiva Municipal Básica Vereda de Ganapanes,CALLE BECERREA 4 c/v Sinesio Delgado,Remonta,Calle Azucenas nº 1,1618.28
Instalación Deportiva Municipal Básica Via Lusitana,CALLE VIA LUSITANA 19 Parque Sur,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,2522.51
Instalación Deportiva Municipal Básica Villa de Pons - Avenida de San Luis,AVENIDA SAN LUIS 23,Pío XII,Avenida Pío XII nº 3,2264.71
Instalación Deportiva Municipal Básica Villabona,CALLE VILLABONA 4,Glorieta de Cádiz,Calle Antonio López nº 129,2546.71
Instalación Deportiva Municipal Básica Villalonso,CALLE VILLALONSO 8,Glorieta de Cádiz,Calle Antonio López nº 129,4421.45
Instalación Deportiva Municipal Básica Virgen de la Estrella,PLAZUELA VIRGEN DE LA ESTRELLA 1,Niño Jesús,Calle Doctor Esquerdo nº 161,138.02
Instalación Deportiva Municipal Básica Virgen del Cortijo - A.D. Oña Sanchinarro,CALLE OÑA 18,Manuel Caldeiro,Paseo de la Castellana nº 298,2230.98
Instalación Deportiva Municipal Básica Vital Aza,CALLE VITAL AZA  esq. Ezequiel Solana,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,337.03
Instalación Deportiva Municipal Básica Yeserías I,PASEO YESERIAS 1,Pirámides,Calle Toledo nº 181,144.87
Instalación Deportiva Municipal Básica Zazuar,CALLE ZAZUAR 1 c/v Avda. Mediterráneo,Pavones,Calle Hacienda de Pavones nº 342,3162.23
Instalación Deportiva Municipal Básica de Ribadeo y Verín,PLAZAS INTERIORES ENTRE PLAZA RIBADEO 1 Y PLAZA VERIN,Pedro Rico,Calle Pedro Rico nº 4,1924.95
Instalación Deportiva Municipal Básica del Poblado Dirigido (Olesa de Montserrat),AVENIDA CARDENAL HERRERA ORIA 108,Pedro Rico,Calle Pedro Rico nº 4,1168.79
Instalación Deportiva Municipal Básica paseo de la Vaguada,PASEO VAGUADA 13,Pedro Rico,Calle Pedro Rico nº 4,1934.02
Instalación Deportiva Municipal Básica poblado de Santa Ana,CALLE Braille 15,Pedro Rico,Calle Pedro Rico nº 4,1583.71
Instalación Deportiva Municipal Canal de Remo Puente de la Princesa,PASARELA SUR DEL PUENTE DE LA PRINCESA ,Glorieta de Cádiz,Calle Antonio López nº 129,257.8
Instalación Deportiva Municipal Embajadores M-30,CALLE PUERTO DE LA CRUZ VERDE 29,Embajadores 191,Calle Sodio nº 1B,682.84
Instalación Deportiva Municipal Nave de Terneras,PASEO CHOPERA 10,Entrada Matadero,Paseo de la Chopera nº 14,101.29
Instalación Deportiva Municipal Parque Calle Vado,CALLE ANTONIO LOPEZ C/V CALLE VADO 189 c/v Vado,Glorieta de Cádiz,Calle Antonio López nº 129,476.33
Instalación Deportiva Municipal Parque Lineal del Manzanares - Victoriano González,CALLE EMBAJADORES 324,Embajadores 191,Calle Sodio nº 1B,1833.89
Instalación Deportiva Municipal Puente de Praga,AVENIDA MANZANARES 176,San Delfín,Calle San Delfín nº 9,126.56
Instalación Deportiva Municipal Pádel  Marqués de Monistrol,CALLE RIBERA DEL MANZANARES 1,Paseo de la Florida,Paseo de la Florida nº 8,162.99
Instalación Deportiva Municipal Rocódromo 'Roc 30',AVENIDA MANZANARES 108,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,220.83
Instalación deportiva municipal básica Campo de Fútbol Gabriel Fernández,CALLE CUART DE POBLET 6,Caramuel,Calle Caramuel nº 51,2379.11
Parque Lineal UZI 0.06 Arroyofresno,CALLE MARIA DE MAEZTU 1,Pedro Rico,Calle Pedro Rico nº 4,3815.02
Pista de Patinaje Paco de Lucía,AUDITORIO PACO DE LUCIA ,Caramuel,Calle Caramuel nº 51,4017.12
Pista de petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Pedro Rico,Calle Pedro Rico nº 4,1690.24
